Instancia;N_Ejecuciones;Mejor_Beneficio_Global;Media_Beneficio;Min_Beneficio;Desv_Est_Beneficio;Media_Tiempo(s);Media_Factibles;Media_Infactibles
INST03;5;10714.0;10587.4;10515.0;79.53175466441061;127.862779712677;1870.4;48129.6
