Iteracion,Solucion,Costo,Beneficio,Tiempo
1,{3, 8, 9, 24, 25, 33, 34, 36, 39, 40, 42, 51, 52, 64, 66, 67, 68, 69, 71, 72, 75, 76, 77, 79, 80, 81},9309,12172,0.0014798641204833984
2,{3, 8, 9, 24, 25, 29, 33, 34, 36, 39, 40, 41, 42, 51, 52, 54, 64, 66, 67, 68, 71, 72, 75, 76, 77, 79, 80, 81},9868,12085,0.0014824867248535156
3,{3, 8, 9, 24, 25, 29, 33, 34, 36, 39, 40, 41, 42, 51, 52, 54, 64, 66, 67, 68, 71, 72, 75, 76, 77, 79, 80, 81},9868,12085,0.0014791488647460938
4,{3, 8, 9, 24, 25, 29, 33, 34, 36, 39, 40, 41, 42, 51, 52, 54, 64, 66, 67, 68, 71, 72, 75, 76, 77, 79, 80, 81},9868,12085,0.0013477802276611328
5,{3, 4, 8, 9, 22, 24, 25, 33, 34, 36, 39, 40, 41, 42, 49, 51, 52, 54, 61, 62, 64, 66, 67, 68, 71, 72, 75, 76, 77, 79, 80},10987,12177,0.0012688636779785156
6,{3, 8, 9, 24, 25, 33, 34, 36, 39, 40, 42, 45, 48, 51, 52, 64, 66, 67, 68, 71, 72, 75, 79, 80, 82},9264,12171,0.0011577606201171875
7,{3, 4, 8, 9, 22, 24, 25, 33, 34, 36, 39, 40, 41, 42, 49, 51, 52, 54, 61, 62, 64, 66, 67, 68, 71, 72, 75, 76, 77, 79, 80},10987,12177,0.0012347698211669922
8,{3, 4, 8, 9, 24, 25, 33, 34, 36, 39, 40, 41, 42, 51, 52, 54, 56, 64, 66, 67, 68, 71, 75, 76, 77, 79, 80, 81},9476,12142,0.0011677742004394531
9,{3, 4, 8, 9, 14, 25, 33, 34, 36, 39, 40, 42, 45, 48, 51, 52, 64, 67, 68, 71, 72, 75, 76, 77, 79, 80, 82},9661,12132,0.0011928081512451172
10,{3, 8, 9, 24, 25, 29, 33, 34, 36, 39, 40, 42, 48, 52, 64, 66, 67, 68, 69, 71, 72, 75, 77, 79, 80, 82},9179,12163,0.0011436939239501953
