Nodos Explorados,Mejor Costo
5000,32255
10000,32254
15000,32252
20000,32250
25000,32248
30000,32246
35000,32245
40000,32243
45000,32241
50000,32239
55000,32237
60000,32236
65000,32234
70000,32232
75000,32232
80000,32230
85000,32229
90000,32227
95000,32225
100000,32223
105000,32221
110000,32220
115000,32218
120000,32216
125000,32214
130000,32212
135000,32211
140000,32209
145000,32207
150000,32205
155000,32203
160000,32203
165000,32202
170000,32200
175000,32198
180000,32196
185000,32194
190000,32193
195000,32191
200000,32189
205000,32187
210000,32186
215000,32184
220000,32182
225000,32180
230000,32178
235000,32177
240000,32175
245000,32175
250000,32173
255000,32171
260000,32169
265000,32168
270000,32166
275000,32164
280000,32162
285000,32160
290000,32159
295000,32157
300000,32155
305000,32153
310000,32152
315000,32150
320000,32148
325000,32146
330000,32144
335000,32143
340000,32143
345000,32141
350000,32139
355000,32137
360000,32135
365000,32134
370000,32132
375000,32130
380000,32128
385000,32126
390000,32125
395000,32123
400000,32121
405000,32119
410000,32118
415000,32116
420000,32114
425000,32112
430000,32110
435000,32110
440000,32109
445000,32107
450000,32105
455000,32103
460000,32101
465000,32100
470000,32098
475000,32096
480000,32094
485000,32092
490000,32091
495000,32089
500000,32087
505000,32085
510000,32084
515000,32082
520000,32080
525000,32078
530000,32076
535000,32075
540000,32075
545000,32073
550000,32071
555000,32069
560000,32067
565000,32066
570000,32064
575000,32062
580000,32060
585000,32058
590000,32057
595000,32055
600000,32053
605000,32051
610000,32050
615000,32048
620000,32046
625000,32044
630000,32042
635000,32041
640000,32039
645000,32037
650000,32035
655000,32035
660000,32033
665000,32032
670000,32030
675000,32028
680000,32026
685000,32024
690000,32023
695000,32021
700000,32019
705000,32017
710000,32015
715000,32014
720000,32012
725000,32010
730000,32008
735000,32007
740000,32005
745000,32003
750000,32001
755000,31999
760000,31998
765000,31996
770000,31996
775000,31994
780000,31992
785000,31990
790000,31989
795000,31987
800000,31985
805000,31983
810000,31981
815000,31980
820000,31978
825000,31976
830000,31974
835000,31973
840000,31971
845000,31969
850000,31967
855000,31965
860000,31964
865000,31962
870000,31960
875000,31958
880000,31956
885000,31955
890000,31955
895000,31953
900000,31951
905000,31949
910000,31947
915000,31946
920000,31944
925000,31942
930000,31940
935000,31939
940000,31937
945000,31935
950000,31933
955000,31931
960000,31930
965000,31928
970000,31926
975000,31924
980000,31922
985000,31921
990000,31919
995000,31917
1000000,31915
1005000,31915
1010000,31913
1015000,31912
1020000,31910
1025000,31908
1030000,31906
1035000,31905
1040000,31903
1045000,31901
1050000,31899
1055000,31897
1060000,31896
1065000,31894
1070000,31892
1075000,31890
1080000,31888
1085000,31887
1090000,31885
1095000,31883
1100000,31881
1105000,31879
1110000,31878
1115000,31876
1120000,31876
1125000,31874
1130000,31872
1135000,31871
1140000,31869
1145000,31867
1150000,31865
1155000,31863
1160000,31862
1165000,31860
1170000,31858
1175000,31856
1180000,31854
1185000,31853
1190000,31851
1195000,31849
1200000,31847
1205000,31845
1210000,31844
1215000,31842
1220000,31840
1225000,31838
1230000,31836
1235000,31835
1240000,31835
1245000,31833
1250000,31831
1255000,31829
1260000,31828
1265000,31826
1270000,31824
1275000,31822
1280000,31820
1285000,31819
1290000,31817
1295000,31815
1300000,31813
1305000,31811
1310000,31810
1315000,31808
1320000,31806
1325000,31804
1330000,31802
1335000,31801
1340000,31799
1345000,31797
1350000,31795
1355000,31795
1360000,31794
1365000,31792
1370000,31790
1375000,31788
1380000,31786
1385000,31785
1390000,31783
1395000,31781
1400000,31779
1405000,31777
1410000,31776
1415000,31774
1420000,31772
1425000,31770
1430000,31768
1435000,31767
1440000,31765
1445000,31763
1450000,31761
1455000,31760
1460000,31758
1465000,31756
1470000,31756
1475000,31754
1480000,31752
1485000,31751
1490000,31749
1495000,31747
1500000,31745
1505000,31743
1510000,31742
1515000,31740
1520000,31738
1525000,31736
1530000,31734
1535000,31733
1540000,31731
1545000,31729
1550000,31727
1555000,31726
1560000,31724
1565000,31722
1570000,31720
1575000,31718
1580000,31717
1585000,31715
1590000,31715
1595000,31713
1600000,31711
1605000,31709
1610000,31708
1615000,31706
1620000,31704
1625000,31702
1630000,31700
1635000,31699
1640000,31697
1645000,31695
1650000,31693
1655000,31692
1660000,31690
1665000,31690
1670000,31688
1675000,31686
1680000,31684
1685000,31683
1690000,31681
1695000,31679
1700000,31677
1705000,31675
1710000,31674
1715000,31672
1720000,31670
1725000,31668
1730000,31666
1735000,31665
1740000,31663
1745000,31661
1750000,31659
1755000,31657
1760000,31656
1765000,31654
1770000,31652
1775000,31650
1780000,31650
1785000,31650
1790000,31650
1795000,31650
1800000,31650
1805000,31650
1810000,31650
1815000,31650
1820000,31650
1825000,31650
1830000,31650
1835000,31650
1840000,31650
1845000,31650
1850000,31650
1855000,31650
1860000,31650
1865000,31650
1870000,31650
1875000,31650
1880000,31650
1885000,31650
1890000,31650
1895000,31650
1900000,31650
1905000,31650
1910000,31650
1915000,31650
1920000,31650
1925000,31650
1930000,31650
1935000,31650
1940000,31650
1945000,31650
1950000,31650
1955000,31650
1960000,31650
1965000,31650
1970000,31650
1975000,31650
1980000,31650
1985000,31650
1990000,31650
1995000,31650
2000000,31650
2005000,31650
2010000,31650
2015000,31650
2020000,31650
2025000,31650
2030000,31650
2035000,31650
2040000,31650
2045000,31650
2050000,31650
2055000,31650
2060000,31650
2065000,31650
