Nodos Explorados,Mejor Costo
5000,6613
10000,6599
15000,6587
20000,6573
25000,6559
30000,6545
35000,6531
40000,6517
45000,6501
50000,6487
55000,6473
60000,6457
65000,6443
70000,6427
75000,6413
80000,6397
85000,6381
90000,6375
95000,6375
100000,6375
105000,6375
110000,6375
115000,6375
120000,6375
125000,6375
130000,6375
135000,6375
140000,6375
145000,6375
150000,6375
155000,6375
160000,6375
165000,6375
170000,6375
175000,6375
180000,6375
185000,6375
190000,6375
195000,6375
200000,6375
205000,6375
210000,6375
215000,6375
220000,6375
225000,6375
230000,6375
235000,6375
240000,6375
245000,6375
250000,6375
255000,6375
260000,6375
265000,6375
270000,6375
275000,6375
280000,6375
285000,6375
290000,6375
295000,6375
300000,6375
305000,6375
310000,6375
315000,6375
320000,6375
325000,6375
330000,6375
335000,6375
340000,6375
345000,6375
350000,6375
355000,6375
360000,6375
365000,6375
370000,6375
375000,6375
380000,6375
385000,6375
390000,6375
395000,6375
400000,6375
405000,6375
410000,6375
415000,6375
420000,6375
425000,6375
430000,6375
435000,6375
440000,6375
445000,6375
450000,6375
455000,6375
460000,6375
465000,6375
470000,6375
475000,6375
480000,6375
485000,6375
490000,6375
495000,6375
500000,6375
505000,6375
510000,6375
515000,6375
520000,6375
525000,6375
530000,6375
535000,6375
540000,6375
545000,6375
550000,6375
555000,6375
560000,6373
565000,6373
570000,6373
575000,6373
580000,6373
585000,6373
590000,6373
595000,6373
600000,6373
605000,6373
610000,6373
615000,6373
620000,6373
625000,6373
630000,6373
635000,6373
640000,6373
645000,6373
650000,6373
655000,6373
660000,6373
665000,6373
670000,6373
675000,6373
680000,6373
685000,6373
690000,6373
695000,6373
700000,6373
705000,6373
710000,6373
715000,6373
720000,6373
725000,6373
730000,6373
735000,6373
740000,6373
745000,6373
750000,6373
755000,6373
760000,6373
765000,6373
770000,6373
775000,6373
780000,6373
785000,6373
790000,6373
795000,6373
800000,6373
805000,6373
810000,6373
815000,6373
820000,6373
825000,6373
830000,6373
835000,6373
840000,6373
845000,6373
850000,6373
855000,6373
860000,6373
865000,6373
870000,6373
875000,6373
880000,6373
885000,6373
890000,6373
895000,6373
900000,6373
905000,6373
910000,6373
915000,6373
920000,6373
925000,6373
930000,6373
935000,6373
940000,6373
945000,6373
950000,6373
955000,6373
960000,6373
965000,6373
970000,6373
975000,6373
980000,6373
985000,6373
990000,6373
995000,6373
1000000,6373
1005000,6373
1010000,6373
1015000,6373
1020000,6373
1025000,6373
1030000,6373
1035000,6371
1040000,6371
1045000,6371
1050000,6371
1055000,6371
1060000,6371
1065000,6371
1070000,6371
1075000,6371
1080000,6371
1085000,6371
1090000,6371
1095000,6371
1100000,6371
1105000,6371
1110000,6371
1115000,6371
1120000,6371
1125000,6371
1130000,6371
1135000,6371
1140000,6371
1145000,6371
1150000,6371
1155000,6371
1160000,6371
1165000,6371
1170000,6371
1175000,6371
1180000,6371
1185000,6371
1190000,6371
1195000,6371
1200000,6371
1205000,6371
1210000,6371
1215000,6371
1220000,6371
1225000,6371
1230000,6371
1235000,6371
1240000,6371
1245000,6371
1250000,6371
1255000,6371
1260000,6371
1265000,6371
1270000,6371
1275000,6371
1280000,6371
1285000,6371
1290000,6371
1295000,6371
1300000,6371
1305000,6371
1310000,6371
1315000,6371
1320000,6371
1325000,6371
1330000,6371
1335000,6371
1340000,6371
1345000,6371
1350000,6371
1355000,6371
1360000,6371
1365000,6371
1370000,6371
1375000,6371
1380000,6371
1385000,6371
1390000,6371
1395000,6371
1400000,6371
1405000,6371
1410000,6371
1415000,6371
1420000,6371
1425000,6371
1430000,6371
1435000,6371
1440000,6371
1445000,6371
1450000,6371
1455000,6371
1460000,6371
1465000,6371
1470000,6371
1475000,6371
1480000,6371
1485000,6371
1490000,6371
1495000,6371
1500000,6371
1505000,6369
1510000,6369
1515000,6369
1520000,6369
1525000,6369
1530000,6369
1535000,6369
1540000,6369
1545000,6369
1550000,6369
1555000,6369
1560000,6369
1565000,6369
1570000,6369
1575000,6369
1580000,6369
1585000,6369
1590000,6369
1595000,6369
1600000,6369
1605000,6369
1610000,6369
1615000,6369
1620000,6369
1625000,6369
1630000,6369
1635000,6369
1640000,6369
1645000,6369
1650000,6369
1655000,6369
1660000,6369
1665000,6369
1670000,6369
1675000,6369
1680000,6369
1685000,6369
1690000,6369
1695000,6369
1700000,6369
1705000,6369
1710000,6369
1715000,6369
1720000,6369
1725000,6369
1730000,6369
1735000,6369
1740000,6369
1745000,6369
1750000,6369
1755000,6369
1760000,6369
1765000,6369
1770000,6369
1775000,6369
1780000,6369
1785000,6369
1790000,6369
1795000,6369
1800000,6369
1805000,6369
1810000,6369
1815000,6369
1820000,6369
1825000,6369
1830000,6369
1835000,6369
1840000,6369
1845000,6369
1850000,6369
1855000,6369
1860000,6369
1865000,6369
1870000,6369
1875000,6369
1880000,6369
1885000,6369
1890000,6369
1895000,6369
1900000,6369
1905000,6369
1910000,6369
1915000,6369
1920000,6369
1925000,6369
1930000,6369
1935000,6369
1940000,6369
1945000,6369
1950000,6369
1955000,6369
1960000,6369
1965000,6369
1970000,6369
1975000,6367
1980000,6367
1985000,6367
1990000,6367
1995000,6367
2000000,6367
2005000,6367
2010000,6367
2015000,6367
2020000,6367
2025000,6367
2030000,6367
2035000,6367
2040000,6367
2045000,6367
2050000,6367
2055000,6367
2060000,6367
2065000,6367
2070000,6367
2075000,6367
2080000,6367
2085000,6367
2090000,6367
2095000,6367
2100000,6367
2105000,6367
2110000,6367
2115000,6367
2120000,6367
2125000,6367
2130000,6367
2135000,6367
2140000,6367
2145000,6367
2150000,6367
2155000,6367
2160000,6367
2165000,6367
2170000,6367
2175000,6367
2180000,6367
2185000,6367
2190000,6367
2195000,6367
