Instancia;N_Ejecuciones;Mejor_Beneficio_Global;Media_Beneficio;Min_Beneficio;Desv_Est_Beneficio;Media_Tiempo(s);Media_Factibles;Media_Infactibles
INST20;5;71777.0;71693.6;71485.0;120.31126298065364;402.2314788341522;40913.8;9086.2
