Tiempo (s),Mejor Costo
8,32152
8,32151
8,32150
8,32148
8,32146
8,32144
8,32143
9,32143
9,32141
9,32139
9,32137
9,32135
9,32134
9,32132
9,32130
10,32130
10,32128
10,32126
10,32125
10,32123
10,32121
10,32119
10,32118
11,32118
11,32117
11,32116
11,32114
11,32112
11,32110
11,32109
11,32108
11,32107
11,32105
12,32105
12,32103
12,32101
12,32100
12,32098
12,32096
12,32094
12,32092
12,32091
13,32091
13,32089
13,32087
13,32085
13,32084
13,32083
13,32082
13,32080
13,32078
14,32078
14,32076
14,32075
14,32074
14,32073
14,32071
14,32069
14,32067
14,32066
15,32066
15,32064
15,32062
15,32060
15,32058
15,32057
15,32055
15,32053
16,32053
16,32051
16,32050
16,32049
16,32048
16,32046
16,32044
16,32042
16,32041
17,32041
17,32040
17,32039
17,32037
17,32035
17,32033
17,32032
17,32030
17,32028
18,32028
18,32026
18,32024
18,32023
18,32021
18,32019
18,32017
18,32015
18,32014
19,32014
19,32012
19,32010
19,32008
19,32007
19,32006
19,32005
19,32003
19,32001
20,32001
20,31999
20,31998
20,31996
20,31994
20,31992
20,31990
20,31989
21,31989
21,31987
21,31985
21,31983
21,31981
21,31980
21,31978
21,31976
22,31976
22,31974
22,31973
22,31972
22,31971
22,31969
22,31967
22,31965
22,31964
23,31964
23,31962
23,31960
23,31958
23,31956
23,31955
23,31953
23,31951
24,31951
24,31949
24,31947
24,31946
24,31944
24,31942
24,31940
24,31939
25,31939
25,31938
25,31937
25,31935
25,31933
25,31931
25,31930
25,31929
25,31928
25,31926
26,31926
26,31924
26,31922
26,31921
26,31919
26,31917
26,31915
26,31913
26,31912
27,31912
27,31910
27,31908
27,31906
27,31905
27,31904
27,31903
27,31901
27,31899
28,31899
28,31897
28,31896
28,31895
28,31894
28,31892
28,31890
28,31888
28,31887
29,31887
29,31885
29,31883
29,31881
29,31879
29,31878
29,31876
29,31874
30,31874
30,31872
30,31871
30,31870
30,31869
30,31867
30,31865
30,31863
30,31862
31,31862
31,31861
31,31860
31,31858
31,31856
31,31854
31,31853
31,31851
31,31849
32,31849
32,31847
32,31845
32,31844
32,31842
32,31840
32,31838
32,31836
33,31836
33,31835
33,31833
33,31831
33,31829
33,31828
33,31827
33,31826
33,31824
34,31824
34,31822
34,31820
34,31819
34,31817
34,31815
34,31813
34,31811
34,31810
35,31810
35,31808
35,31806
35,31804
35,31802
35,31801
35,31799
35,31797
36,31797
36,31795
36,31794
36,31793
36,31792
36,31790
36,31788
36,31786
36,31785
37,31785
37,31783
37,31781
37,31779
37,31777
37,31776
37,31774
37,31772
38,31772
38,31770
38,31768
38,31767
38,31765
38,31763
38,31761
38,31760
39,31760
39,31759
39,31758
39,31756
39,31754
39,31752
39,31751
39,31750
39,31749
39,31747
40,31747
40,31745
40,31743
40,31742
40,31740
40,31738
40,31736
40,31734
41,31734
41,31733
41,31731
41,31729
41,31727
41,31726
41,31725
41,31724
41,31722
42,31722
42,31720
42,31718
42,31717
42,31716
42,31715
42,31713
42,31711
42,31709
43,31709
43,31708
43,31707
43,31706
43,31704
43,31702
43,31700
43,31699
43,31697
44,31697
44,31695
44,31693
44,31692
44,31691
44,31690
44,31688
44,31686
44,31684
45,31684
45,31683
45,31682
45,31681
45,31679
45,31677
45,31675
45,31674
45,31672
46,31672
46,31670
46,31668
46,31666
46,31665
46,31663
46,31661
46,31659
47,31659
47,31657
47,31656
47,31654
47,31652
47,31650
48,31650
49,31650
50,31650
51,31650
52,31650
53,31650
54,31650
55,31650
56,31650
57,31650
58,31650
59,31650
60,31650
61,31650
62,31650
63,31650
64,31650
65,31650
66,31650
67,31650
68,31650
69,31650
70,31650
71,31650
72,31650
73,31650
74,31650
75,31650
76,31650
77,31650
78,31650
79,31650
80,31650
81,31650
82,31650
83,31650
84,31650
85,31650
86,31650
87,31650
88,31650
89,31650
90,31650
91,31650
92,31650
93,31650
94,31650
95,31650
96,31650
97,31650
98,31650
99,31650
100,31650
101,31650
102,31650
103,31650
104,31650
105,31650
106,31650
107,31650
108,31650
109,31650
110,31650
111,31650
112,31650
113,31650
114,31650
115,31650
116,31650
117,31650
118,31650
119,31650
120,31650
